          Mac Address Table
-------------------------------------------

Vlan    Mac Address       Type        Ports
----    -----------       --------    -----
 All    0100.0ccc.cccc    STATIC      CPU
 All    0100.0ccc.cccd    STATIC      CPU
 All    0180.c200.0000    STATIC      CPU
 All    0180.c200.0001    STATIC      CPU
 All    0180.c200.0002    STATIC      CPU
 All    0180.c200.0003    STATIC      CPU
 All    0180.c200.0004    STATIC      CPU
 All    0180.c200.0005    STATIC      CPU
 All    0180.c200.0006    STATIC      CPU
 All    0180.c200.0007    STATIC      CPU
 All    0180.c200.0008    STATIC      CPU
 All    0180.c200.0009    STATIC      CPU
 All    0180.c200.000a    STATIC      CPU
 All    0180.c200.000b    STATIC      CPU
 All    0180.c200.000c    STATIC      CPU
 All    0180.c200.000d    STATIC      CPU
 All    0180.c200.000e    STATIC      CPU
 All    0180.c200.000f    STATIC      CPU
 All    0180.c200.0010    STATIC      CPU
 All    ffff.ffff.ffff    STATIC      CPU
3100    70df.2f1a.aba0    DYNAMIC     Te0/2
3100    7c0e.cef3.e942    DYNAMIC     Po1
3100    7c0e.cef3.eb42    DYNAMIC     Po3
3101    0000.0c9f.fc1d    DYNAMIC     Po1
3101    001b.1700.0131    DYNAMIC     Po10
3101    70df.2f1a.aba0    DYNAMIC     Te0/2
3101    7c0e.cef3.eb42    DYNAMIC     Po3
3102    0000.0c9f.fc1e    DYNAMIC     Po3
3102    001b.1700.0131    DYNAMIC     Po10
3102    70df.2f1a.aba0    DYNAMIC     Te0/2
3102    7c0e.cef3.e942    DYNAMIC     Po1
3103    0000.0c9f.fc1f    DYNAMIC     Po1
3103    001b.1700.0131    DYNAMIC     Po10
3103    70df.2f1a.aba0    DYNAMIC     Te0/2
3103    7c0e.cef3.eb42    DYNAMIC     Po3
3105    0000.0c9f.fc21    DYNAMIC     Po3
3105    001b.1700.0131    DYNAMIC     Po10
3105    70df.2f1a.aba0    DYNAMIC     Te0/2
3105    7c0e.cef3.e942    DYNAMIC     Po1
3105    7c0e.cef3.eb42    DYNAMIC     Po3
3106    70df.2f1a.aba0    DYNAMIC     Te0/2
3107    0000.0c9f.fc23    DYNAMIC     Po3
3107    001b.1700.0131    DYNAMIC     Po10
3107    70df.2f1a.aba0    DYNAMIC     Te0/2
3107    7c0e.cef3.e942    DYNAMIC     Po1
3108    70df.2f1a.aba0    DYNAMIC     Te0/2
3109    0000.0c9f.fc25    DYNAMIC     Po3
3109    001b.1700.0131    DYNAMIC     Po10
3109    70df.2f1a.aba0    DYNAMIC     Te0/2
3109    7c0e.cef3.e942    DYNAMIC     Po1
3109    7c0e.cef3.eb42    DYNAMIC     Po3
3110    0000.0c9f.fc26    DYNAMIC     Po3
3110    001b.1700.0131    DYNAMIC     Po10
3110    70df.2f1a.aba0    DYNAMIC     Te0/2
3110    7c0e.cef3.e942    DYNAMIC     Po1
3110    7c0e.cef3.eb42    DYNAMIC     Po3
3114    0000.0c9f.fc2a    DYNAMIC     Po3
3114    001b.1700.0131    DYNAMIC     Po10
3114    70df.2f1a.aba0    DYNAMIC     Te0/2
3114    7c0e.cef3.e942    DYNAMIC     Po1
3116    70df.2f1a.aba0    DYNAMIC     Te0/2
3120    001b.1700.0131    DYNAMIC     Po10
3120    70df.2f1a.aba0    DYNAMIC     Te0/2
3125    0000.0c9f.fc35    DYNAMIC     Po3
3125    001b.1700.0131    DYNAMIC     Po10
3125    70df.2f1a.aba0    DYNAMIC     Te0/2
3125    7c0e.cef3.e942    DYNAMIC     Po1
3125    7c0e.cef3.eb42    DYNAMIC     Po3
3129    0000.0c9f.fc39    DYNAMIC     Po3
3129    001b.1700.0131    DYNAMIC     Po10
3129    70df.2f1a.aba0    DYNAMIC     Te0/2
3129    7c0e.cef3.e942    DYNAMIC     Po1
3129    7c0e.cef3.eb42    DYNAMIC     Po3
3130    0000.0c9f.fc3a    DYNAMIC     Po3
3130    001b.1700.0131    DYNAMIC     Po10
3130    70df.2f1a.aba0    DYNAMIC     Te0/2
3130    7c0e.cef3.e942    DYNAMIC     Po1
3130    7c0e.cef3.eb42    DYNAMIC     Po3
3133    0000.0c9f.fc3d    DYNAMIC     Po3
3133    001b.1700.0131    DYNAMIC     Po10
3133    70df.2f1a.aba0    DYNAMIC     Te0/2
3133    7c0e.cef3.e942    DYNAMIC     Po1
3133    7c0e.cef3.eb42    DYNAMIC     Po3
3134    0000.0c9f.fc3e    DYNAMIC     Po3
3134    001b.1700.0131    DYNAMIC     Po10
3134    70df.2f1a.aba0    DYNAMIC     Te0/2
3134    7c0e.cef3.e942    DYNAMIC     Po1
3134    7c0e.cef3.eb42    DYNAMIC     Po3
3138    0000.0c9f.fc42    DYNAMIC     Po3
