          Mac Address Table
-------------------------------------------

Vlan    Mac Address       Type        Ports
----    -----------       --------    -----
 All    0100.0ccc.cccc    STATIC      CPU
 All    0100.0ccc.cccd    STATIC      CPU
 All    0180.c200.0000    STATIC      CPU
3146    0000.0c9f.fc4a    DYNAMIC     Po1
3146    001b.1700.0131    DYNAMIC     Po1
3146    7c0e.cef3.e942    DYNAMIC     Po3
3147    0000.0c9f.fc4b    DYNAMIC     Po1
3147    001b.1700.0131    DYNAMIC     Po1
3147    7c0e.cef3.e942    DYNAMIC     Po3
3111    0000.0c9f.fc27    DYNAMIC     Po3
3111    001b.1700.0131    DYNAMIC     Po1
3111    7c0e.cef3.eb42    DYNAMIC     Po1
3104    0000.0c9f.fc20    DYNAMIC     Po1
3104    001b.1700.0131    DYNAMIC     Po1
3104    7c0e.cef3.e942    DYNAMIC     Po3
3149    0000.0c9f.fc4d    DYNAMIC     Po1
3149    001b.1700.0131    DYNAMIC     Po1
3149    7c0e.cef3.e942    DYNAMIC     Po3
3557    001b.1700.0131    DYNAMIC     Po1
3557    0026.0bea.afb2    DYNAMIC     Po1
3557    0050.5696.535b    DYNAMIC     Po1
3152    001b.1700.0131    DYNAMIC     Po1
3064    0000.0c9f.fbf8    DYNAMIC     Po1
3064    001b.1700.0131    DYNAMIC     Po1
3064    7c0e.cef3.e942    DYNAMIC     Po3
3065    0000.0c9f.fbf9    DYNAMIC     Po1
3065    001b.1700.0131    DYNAMIC     Po1
3065    7c0e.cef3.e942    DYNAMIC     Po3
3066    0000.0c9f.fbfa    DYNAMIC     Po1
3066    001b.1700.0131    DYNAMIC     Po1
3066    7c0e.cef3.e942    DYNAMIC     Po3
3167    0000.0c9f.fc5f    DYNAMIC     Po1
3167    001b.1700.0131    DYNAMIC     Po1
3167    7c0e.cef3.e942    DYNAMIC     Po3
3168    0000.0c9f.fc60    DYNAMIC     Po1
3168    001b.1700.0131    DYNAMIC     Po1
3168    7c0e.cef3.e942    DYNAMIC     Po3
3067    0000.0c9f.fbfb    DYNAMIC     Po1
3067    001b.1700.0131    DYNAMIC     Po1
3067    7c0e.cef3.e942    DYNAMIC     Po3
Total Mac Addresses for this criterion: 502
